äJénì˙,èIóπì˙,âÒìöÇÃêiçsèÛãµ,èIóπèÛãµ,âÒìöéûä‘ÅiïbÅj,ìØà”Ç∑ÇÈÇ©,èIóπì˙,IDê∂ê¨,ìΩñº,ïÍçëåÍ,ìØà”Ç∑ÇÈÇ©,îNóÓ,ê´ï ,ç≈èIäwó,å¬êlé˚ì¸,ê¢ë—é˚ì¸,BADEó˚èKÉqÉìÉg1âéﬂ1,BADEó˚èKÉqÉìÉg1âéﬂ2,BADEó˚èKÉqÉìÉg1âéﬂ3,BADEó˚èKÉqÉìÉg1âéﬂ4,BADEó˚èKÉqÉìÉg2âéﬂ1,BADEó˚èKÉqÉìÉg2âéﬂ2,BADEó˚èKÉqÉìÉg2âéﬂ3,BADEó˚èKÉqÉìÉg2âéﬂ4,BADEó˚èKÉqÉìÉg3âéﬂ1,BADEó˚èKÉqÉìÉg3âéﬂ2,BADEó˚èKÉqÉìÉg3âéﬂ3,BADEó˚èKÉqÉìÉg3âéﬂ4,BADE1ÉqÉìÉg1âéﬂ1,BADE1ÉqÉìÉg1âéﬂ2,BADE1ÉqÉìÉg1âéﬂ3,BADE1ÉqÉìÉg1âéﬂ4,BADE1ÉqÉìÉg2âéﬂ1,BADE1ÉqÉìÉg2âéﬂ2,BADE1ÉqÉìÉg2âéﬂ3,BADE1ÉqÉìÉg2âéﬂ4,BADE1ÉqÉìÉg3âéﬂ1,BADE1ÉqÉìÉg3âéﬂ2,BADE1ÉqÉìÉg3âéﬂ3,BADE1ÉqÉìÉg3âéﬂ4,BADE2ÉqÉìÉg1âéﬂ1,BADE2ÉqÉìÉg1âéﬂ2,BADE2ÉqÉìÉg1âéﬂ3,BADE2ÉqÉìÉg1âéﬂ4,BADE2ÉqÉìÉg2âéﬂ1,BADE2ÉqÉìÉg2âéﬂ2,BADE2ÉqÉìÉg2âéﬂ3,BADE2ÉqÉìÉg2âéﬂ4,BADE2ÉqÉìÉg3âéﬂ1,BADE2ÉqÉìÉg3âéﬂ2,BADE2ÉqÉìÉg3âéﬂ3,BADE2ÉqÉìÉg3âéﬂ4,BADE3ÉqÉìÉg1âéﬂ1,BADE3ÉqÉìÉg1âéﬂ2,BADE3ÉqÉìÉg1âéﬂ3,BADE3ÉqÉìÉg1âéﬂ4,BADE3ÉqÉìÉg2âéﬂ1,BADE3ÉqÉìÉg2âéﬂ2,BADE3ÉqÉìÉg2âéﬂ3,BADE3ÉqÉìÉg2âéﬂ4,BADE3ÉqÉìÉg3âéﬂ1,BADE3ÉqÉìÉg3âéﬂ2,BADE3ÉqÉìÉg3âéﬂ3,BADE3ÉqÉìÉg3âéﬂ4,BADE4ÉqÉìÉg1âéﬂ1,BADE4ÉqÉìÉg1âéﬂ2,BADE4ÉqÉìÉg1âéﬂ3,BADE4ÉqÉìÉg1âéﬂ4,BADE4ÉqÉìÉg2âéﬂ1,BADE4ÉqÉìÉg2âéﬂ2,BADE4ÉqÉìÉg2âéﬂ3,BADE4ÉqÉìÉg2âéﬂ4,BADE4ÉqÉìÉg3âéﬂ1,BADE4ÉqÉìÉg3âéﬂ2,BADE4ÉqÉìÉg3âéﬂ3,BADE4ÉqÉìÉg3âéﬂ4,BADE5ÉqÉìÉg1âéﬂ1,BADE5ÉqÉìÉg1âéﬂ2,BADE5ÉqÉìÉg1âéﬂ3,BADE5ÉqÉìÉg1âéﬂ4,BADE5ÉqÉìÉg2âéﬂ1,BADE5ÉqÉìÉg2âéﬂ2,BADE5ÉqÉìÉg2âéﬂ3,BADE5ÉqÉìÉg2âéﬂ4,BADE5ÉqÉìÉg3âéﬂ1,BADE5ÉqÉìÉg3âéﬂ2,BADE5ÉqÉìÉg3âéﬂ3,BADE5ÉqÉìÉg3âéﬂ4,BADE6ÉqÉìÉg1âéﬂ1,BADE6ÉqÉìÉg1âéﬂ2,BADE6ÉqÉìÉg1âéﬂ3,BADE6ÉqÉìÉg1âéﬂ4,BADE6ÉqÉìÉg2âéﬂ1,BADE6ÉqÉìÉg2âéﬂ2,BADE6ÉqÉìÉg2âéﬂ3,BADE6ÉqÉìÉg2âéﬂ4,BADE6ÉqÉìÉg3âéﬂ1,BADE6ÉqÉìÉg3âéﬂ2,BADE6ÉqÉìÉg3âéﬂ3,BADE6ÉqÉìÉg3âéﬂ4,BADE7ÉqÉìÉg1âéﬂ1,BADE7ÉqÉìÉg1âéﬂ2,BADE7ÉqÉìÉg1âéﬂ3,BADE7ÉqÉìÉg1âéﬂ4,BADE7ÉqÉìÉg2âéﬂ1,BADE7ÉqÉìÉg2âéﬂ2,BADE7ÉqÉìÉg2âéﬂ3,BADE7ÉqÉìÉg2âéﬂ4,BADE7ÉqÉìÉg3âéﬂ1,BADE7ÉqÉìÉg3âéﬂ2,BADE7ÉqÉìÉg3âéﬂ3,BADE7ÉqÉìÉg3âéﬂ4,BADE8ÉqÉìÉg1âéﬂ1,BADE8ÉqÉìÉg1âéﬂ2,BADE8ÉqÉìÉg1âéﬂ3,BADE8ÉqÉìÉg1âéﬂ4,BADE8ÉqÉìÉg2âéﬂ1,BADE8ÉqÉìÉg2âéﬂ2,BADE8ÉqÉìÉg2âéﬂ3,BADE8ÉqÉìÉg2âéﬂ4,BADE8ÉqÉìÉg3âéﬂ1,BADE8ÉqÉìÉg3âéﬂ2,BADE8ÉqÉìÉg3âéﬂ3,BADE8ÉqÉìÉg3âéﬂ4,BADE9ÉqÉìÉg1âéﬂ1,BADE9ÉqÉìÉg1âéﬂ2,BADE9ÉqÉìÉg1âéﬂ3,BADE9ÉqÉìÉg1âéﬂ4,BADE9ÉqÉìÉg2âéﬂ1,BADE9ÉqÉìÉg2âéﬂ2,BADE9ÉqÉìÉg2âéﬂ3,BADE9ÉqÉìÉg2âéﬂ4,BADE9ÉqÉìÉg3âéﬂ1,BADE9ÉqÉìÉg3âéﬂ2,BADE9ÉqÉìÉg3âéﬂ3,BADE9ÉqÉìÉg3âéﬂ4,BADE10ÉqÉìÉg1âéﬂ1,BADE10ÉqÉìÉg1âéﬂ2,BADE10ÉqÉìÉg1âéﬂ3,BADE10ÉqÉìÉg1âéﬂ4,BADE10ÉqÉìÉg2âéﬂ1,BADE10ÉqÉìÉg2âéﬂ2,BADE10ÉqÉìÉg2âéﬂ3,BADE10ÉqÉìÉg2âéﬂ4,BADE10ÉqÉìÉg3âéﬂ1,BADE10ÉqÉìÉg3âéﬂ2,BADE10ÉqÉìÉg3âéﬂ3,BADE10ÉqÉìÉg3âéﬂ4,BADE11ÉqÉìÉg1âéﬂ1,BADE11ÉqÉìÉg1âéﬂ2,BADE11ÉqÉìÉg1âéﬂ3,BADE11ÉqÉìÉg1âéﬂ4,BADE11ÉqÉìÉg2âéﬂ1,BADE11ÉqÉìÉg2âéﬂ2,BADE11ÉqÉìÉg2âéﬂ3,BADE11ÉqÉìÉg2âéﬂ4,BADE11ÉqÉìÉg3âéﬂ1,BADE11ÉqÉìÉg3âéﬂ2,BADE11ÉqÉìÉg3âéﬂ3,BADE11ÉqÉìÉg3âéﬂ4,BADE12ÉqÉìÉg1âéﬂ1,BADE12ÉqÉìÉg1âéﬂ2,BADE12ÉqÉìÉg1âéﬂ3,BADE12ÉqÉìÉg1âéﬂ4,BADE12ÉqÉìÉg2âéﬂ1,BADE12ÉqÉìÉg2âéﬂ2,BADE12ÉqÉìÉg2âéﬂ3,BADE12ÉqÉìÉg2âéﬂ4,BADE12ÉqÉìÉg3âéﬂ1,BADE12ÉqÉìÉg3âéﬂ2,BADE12ÉqÉìÉg3âéﬂ3,BADE12ÉqÉìÉg3âéﬂ4,ã^éóâ»äwêMïÚé⁄ìx1,ã^éóâ»äwêMïÚé⁄ìx2,ã^éóâ»äwêMïÚé⁄ìx3,ã^éóâ»äwêMïÚé⁄ìx4,ã^éóâ»äwêMïÚé⁄ìx5,ã^éóâ»äwêMïÚé⁄ìx6,ã^éóâ»äwêMïÚé⁄ìx7,ã^éóâ»äwêMïÚé⁄ìx8,ã^éóâ»äwêMïÚé⁄ìx9,ã^éóâ»äwêMïÚé⁄ìx10,ã^éóâ»äwêMïÚé⁄ìx11,ã^éóâ»äwêMïÚé⁄ìx12,ã^éóâ»äwêMïÚé⁄ìx13,ã^éóâ»äwêMïÚé⁄ìx14,ã^éóâ»äwêMïÚé⁄ìx15,ã^éóâ»äwêMïÚé⁄ìx16,ã^éóâ»äwêMïÚé⁄ìx17,ã^éóâ»äwêMïÚé⁄ìx18,ã^éóâ»äwêMïÚé⁄ìx19,CMQ-J1,CMQ-J2,CMQ-J3,CMQ-J4,CMQ-J5,â»äwìIêÑò_î\óÕ1,â»äwìIêÑò_î\óÕ2,â»äwìIêÑò_î\óÕ3,â»äwìIêÑò_î\óÕ4,â»äwìIêÑò_î\óÕ5,â»äwìIêÑò_î\óÕ6,â»äwìIêÑò_î\óÕ7,â»äwìIêÑò_î\óÕ8,â»äwìIêÑò_î\óÕ9,â»äwìIêÑò_î\óÕ10,â»äwìIêÑò_î\óÕ11,â»äwìIêÑò_î\óÕ12,îÌäQñœëz1,îÌäQñœëz2,îÌäQñœëz3,îÌäQñœëz4,îÌäQñœëz5,îÌäQñœëz6,îÌäQñœëz7,îÌäQñœëz8,îÌäQñœëz9,îÌäQñœëz10,îÌäQñœëz11,îÌäQñœëz12,îÌäQñœëz13,îÌäQñœëz14,îÌäQñœëz15,îÌäQñœëz16,îÌäQñœëz17,îÌäQñœëz18,CRT1,CRT2,CRT3
2024/6/26 2:26,2024/6/26 2:37,0,100,670,1,2024/6/26 2:37,R_4nLf1dqjjf3ypI5,anonymous,JA,1,44,1,4,850,950,5.5,4.5,4,6,4.5,5.5,3.5,6,0.5,6,3.5,7.5,6.5,4,1,6,6,3,0,6.5,0,0,0,10,5.5,6,6,5.5,1.5,7,4,6.5,0,3,0,7.5,7,5,2.5,6.5,6.5,2,0,6.5,0,0,0,10,6,5.5,3.5,6.5,5,5,2.5,6.5,7.5,2.5,0,4.5,3,3.5,2,6,1,0,1,7,0,0,0,10,6.5,4,5.5,5,5.5,3,4.5,5.5,0,0,0,10,6.5,6,2.5,6,6.5,6.5,0,6.5,0,0,0,10,6,5,2.5,6,6.5,2,0,7,3,0,0,9,5.5,4.5,5.5,6,5,3.5,5.5,6,0,0,0,10,3.5,2.5,3.5,6,3.5,0,1,7,1.5,0,0,9.5,4,3.5,5,6,2,1.5,4,7.5,0,0,0,9.5,5.5,6,5.5,6,5.5,4.5,4,5.5,3.5,0,0,9.5,5,5,5,5,5,4,2,4,5,4,5,4,5,5,4,5,4,4,4,7,8,8,9,9,2,1,2,2,2,2,2,2,1,2,1,1,3,2,1,2,2,1,2,2,1,2,1,2,2,1,1,2,2,2,100,5,47
2024/6/26 2:00,2024/6/26 2:21,0,100,1301,1,2024/6/26 2:21,R_4Wv0kSBX9KnWhMd,anonymous,JA,1,30,1,4,350,750,8,5.5,3.5,6,8,7.5,4,8.5,0.5,0.5,5,9,7,2,0.5,6,7,1,0.5,8,2,0.5,0.5,9.5,7,7,6,7,2,9,2,8.5,1.5,8.5,1,9,7,5.5,4.5,5.5,8,5,3,7,1,1,0.5,9.5,7,6.5,3.5,6.5,6.5,6.5,3,7,6,4.5,2,9,6.5,6.5,3.5,6.5,2.5,1.5,3.5,9,0.5,0.5,2.5,10,6,4,3.5,5,4,3,2,7,2.5,0.5,0.5,9.5,7.5,7.5,1,6.5,7,7,0.5,8.5,5,2,0.5,9.5,7,6.5,3,6.5,7,5,1.5,8,6,2,1,9.5,6.5,6.5,5.5,6.5,6.5,6.5,5.5,7,1.5,2,1,9.5,6.5,5.5,5.5,6,7,5.5,5.5,6.5,4,4.5,5,7.5,7.5,4.5,6,5.5,7.5,4,6,6,5.5,4,4.5,9.5,6,6,5,5.5,6.5,6.5,4,5.5,4.5,5,4,9.5,5,4,4,3,4,4,3,4,1,3,2,2,3,4,2,3,2,1,2,2,8,6,7,6,2,2,1,2,2,1,1,2,1,2,1,1,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,50,5,47
2024/6/26 4:12,2024/6/26 4:45,0,100,1955,1,2024/6/26 4:45,R_42MAa5uHMZgB59x,anonymous,JA,1,40,1,4,50,200,7.5,7,2,4.5,4,9,3,8.5,3.5,1.5,6.5,5.5,9,8.5,1.5,10,8,6.5,1.5,10,2.5,7,0.5,10,7.5,8,7,8.5,2.5,8.5,2,7.5,6.5,2.5,1.5,8.5,9.5,6,3.5,9,9.5,6.5,1.5,9.5,4,3.5,1.5,10,9,8.5,2.5,9,8.5,8,2.5,9,4,2.5,1.5,10,9,8.5,4.5,8.5,3.5,3.5,3,9.5,1.5,0,7.5,10,9,3,6,8,9,2,3,8.5,7,0.5,1,9.5,9.5,8,2.5,7,9.5,8.5,2,7.5,4,6,2,9,9.5,6.5,2,9,9.5,3.5,1.5,9.5,9,3,1,9.5,8.5,7,6,8,8,7,6.5,8.5,2.5,2,2.5,9.5,7.5,6,1.5,8,8,4,1,8.5,7,5.5,0.5,8.5,8.5,7,8.5,6.5,5.5,6.5,5.5,5,0,7.5,1.5,8.5,9.5,10,7.5,8.5,9,9,4,8.5,7,4.5,2,10,3,2,1,1,3,1,4,1,1,4,2,2,1,3,2,4,1,2,1,5,8,3,5,6,1,2,2,2,2,2,1,2,1,2,1,1,3,5,4,5,4,4,4,4,5,5,4,4,4,5,5,5,5,5,50,5,47
2024/6/26 5:45,2024/6/26 6:01,0,100,923,1,2024/6/26 6:01,R_4E4Pg4FJKSCjKMC,anonymous,JA,1,26,1,4,120,120,4.5,1,2.5,1,6,3.5,3.5,5.5,4.5,4,7,6,7,3.5,1,7.5,8,5,1,9,3.5,5,1,9.5,7.5,7,8,9,3,8.5,2,9.5,1,1.5,1.5,10,8,5.5,4,6,8,6,5,7,0,0,0,10,7,6.5,4.5,6,7,6.5,3.5,6.5,0.5,0,0,9.5,8,4,2,7.5,5.5,1.5,2,9,0,0,0,10,6.5,4.5,3,4,6.5,1.5,2,2.5,0,0,0,10,7,7,0,3,5.5,7,0,6,0.5,0.5,0,9.5,7.5,8,1,7,2.5,8,0,7,0,0,0,10,8.5,5.5,1.5,6,8.5,5.5,0.5,6,0,0,0,10,6.5,0.5,8,3.5,6.5,0.5,8,5,0.5,0,8,7.5,9,0,8,7,9,0,8,7,0.5,3,2,10,7,8.5,5.5,7,7,8.5,4,9,3,0,0,10,2,2,1,1,2,4,4,2,1,4,1,1,1,3,1,5,2,1,1,9,10,11,8,8,2,2,1,2,2,1,1,2,2,2,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,3,1,1,5,4,50,5,47
2024/6/26 2:44,2024/6/26 3:00,0,100,933,1,2024/6/26 3:00,R_4YM5GWdxK9juca4,anonymous,JA,1,34,1,2,750,2000,1,0,0,0,6,6,0,4.5,0,0,0,0,9,3.5,0,7,6,1,0,10,3,0,0,10,9,9,9,9,2.5,9.5,3,7.5,6,2.5,2.5,4,8,6.5,5.5,8,8.5,6.5,4,9,0,0,0,10,9.5,9,0,8.5,7.5,8.5,0,9.5,0,0,0,10,8.5,7.5,2.5,7,4.5,1,1,9.5,0,0,0,10,6,4,3,8.5,6.5,2,0.5,8.5,5,0,0,10,8,4.5,2.5,5.5,6.5,2,2.5,9.5,0,0,2.5,10,5.5,5.5,5.5,5.5,5.5,4.5,5,9.5,5.5,3,5,10,8,5.5,4,7,8,5.5,4,7,2,3.5,0,10,6,6.5,4.5,6.5,6.5,6.5,4.5,7.5,5,0,0,8.5,8,4.5,4,7,8,3.5,4,8,4,2,3,10,8.5,9.5,8.5,6,9,9.5,4,6,7.5,7.5,7.5,10,3,3,2,3,3,1,3,2,1,2,2,3,2,1,3,3,3,1,1,9,9,6,4,3,2,1,2,2,1,1,1,2,1,2,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,47
2024/6/26 2:10,2024/6/26 2:35,0,100,1487,1,2024/6/26 2:35,R_4hcPI55pZEvRGcU,anonymous,JA,1,19,2,4,0,550,8,7,1,1.5,8,9,0.5,8,3,1,3,1.5,9,8.5,1,9,9,6,0.5,9.5,0.5,0.5,0.5,10,7.5,8,8,7.5,1,9,1,9.5,0.5,9,0.5,9.5,9,2,2.5,8,9,3,0.5,9.5,0.5,1,2,9.5,9.5,8.5,8.5,9,8,8,8.5,9,1,2.5,0.5,9.5,7.5,6.5,4,8,0.5,1,0.5,9.5,0.5,0.5,0.5,10,8.5,1.5,1,9,1,1,1,9.5,1,0.5,0.5,10,8,8,1,8.5,9,6.5,1,9,2.5,1.5,1,9.5,8,8.5,2,8,9,2.5,2,9.5,8.5,1,1,10,9,9,8.5,6.5,9,9,8.5,8,1.5,7,1,9.5,8,3.5,3,7,8.5,3,1,9,4.5,1,0.5,9.5,8.5,1,7.5,7.5,3.5,0.5,7,6,2,0.5,2,9.5,8,7,3.5,7,7.5,7.5,4,8,8.5,2.5,1,9.5,4,2,2,2,4,2,2,2,2,4,5,2,2,5,4,4,5,4,4,10,10,2,10,9,1,2,1,2,2,2,1,2,1,2,1,1,2,2,4,4,2,4,2,5,3,2,3,2,2,3,2,4,5,5,1050,100,24
2024/6/26 4:05,2024/6/26 4:28,0,100,1369,1,2024/6/26 4:28,R_4iWNwBtf9SMmDM5,anonymous,JA,1,38,2,3,0,350,8,6.5,2.5,5,9,8,4.5,6,1,0.5,4.5,6,9,1.5,0.5,9,9,1.5,0,9,1.5,0,0,10,8,6.5,6.5,8,1,7.5,2,8,0,0,1,2.5,6.5,3.5,5,3.5,7.5,4.5,5.5,5.5,2,2.5,3,9,7.5,6,3.5,6.5,7.5,6,2,7.5,2.5,0.5,1,9.5,6.5,5,5,6.5,2,1,6,8.5,0.5,0,7,10,5,2.5,3,5.5,5,2.5,2,6.5,2,0.5,0.5,8.5,7,5,1,5,7,5,1,7,1.5,0.5,1,9.5,7,6,2.5,7,4,3.5,2.5,8.5,2.5,1,1,9.5,6.5,6.5,3,6,6.5,5.5,1,6,1.5,1,1,8.5,6,7,5,6,5,4.5,5,6,1,0,0.5,7.5,6.5,3.5,3,6,3.5,2,3,2,1,1.5,1,8,7,7,2,5,7,7,4,8,3.5,1.5,0.5,9,4,4,4,3,4,5,3,4,1,2,4,4,3,4,4,3,5,2,2,10,11,7,8,9,2,1,2,2,2,1,1,2,1,2,1,1,4,2,2,4,4,3,3,3,2,3,5,5,4,5,3,4,5,5,50,5,47
2024/6/26 1:58,2024/6/26 2:42,0,100,2619,1,2024/6/26 2:42,R_4iC2HK7IeI7lqMO,anonymous,JA,1,49,2,3,120,240,5,3.5,2.5,5,6.5,4.5,5.5,6,6.5,4.5,5.5,8,9,7,4,9,6.5,7,4.5,9,5.5,3,5.5,9.5,8.5,8.5,7.5,8.5,3.5,10,6,7.5,2,1,7,8.5,8.5,6,6.5,7.5,8.5,2.5,3,9,1,0.5,6,10,9.5,9.5,6.5,9,8.5,7,4.5,9,4,7,4.5,10,9,8,5,7.5,4,4,6,9.5,0.5,0,7,10,7.5,6.5,4,7,6.5,7.5,5,8,5.5,1,5,9,9,8.5,1.5,9,9,8.5,0.5,9.5,2.5,1.5,0.5,9.5,7.5,8,3,8.5,6,1,3.5,9,2,1,4.5,10,8,9,6.5,8,8,8,3.5,9,0.5,0.5,0.5,10,9,7.5,8.5,9,9,2,9,7.5,9,0,1.5,8.5,8,6,7,7,7,2.5,7,8,0,0,2.5,10,8.5,8.5,8.5,8.5,8.5,8.5,4,8.5,7,5,5,10,4,4,4,4,4,1,2,3,2,1,3,4,2,4,4,3,4,2,2,7,7,4,4,4,1,1,1,2,2,2,1,2,2,2,1,1,4,3,5,5,5,4,4,5,3,4,4,5,5,5,4,5,5,5,50,5,47
2024/6/26 1:59,2024/6/26 2:26,0,100,1605,1,2024/6/26 2:26,R_4g7y6FLq73cmpgB,anonymous,JA,1,40,1,4,480,480,6,2,7,1,6,4,7.5,2,6,5,7.5,4,5,0.5,0,4.5,6,0.5,0,9,0,0,0,10,6,0.5,7,5.5,2.5,5,2,6.5,7,0,1,8,8,2,2.5,5,8.5,1.5,3,7,0,0,0.5,10,7.5,2,1,5.5,5,2,1,7,1.5,0,0.5,9.5,7.5,5.5,4,5.5,0,1.5,5,9.5,0,0,5,10,8.5,0.5,0,6.5,9.5,0.5,0,1,5,0,0,10,3,5,7,1.5,3,5,6,7,1,3,5,9.5,5.5,6,5,5,7,4,5,7,6,2,5,9,5,3,1,2.5,5,3,1,2.5,4,2,0.5,9,3,7,2,6,6.5,3.5,3.5,7.5,2,0,2,9,7,4,5,8,7,4,5,8.5,0,4,5,9.5,6,5.5,0.5,1,6,7,4,1,7,5.5,0.5,7,1,2,1,2,4,4,5,1,1,2,1,3,3,4,4,3,4,4,4,10,11,8,7,6,2,1,2,2,2,1,1,2,1,2,1,2,2,4,5,5,4,3,3,2,3,4,5,5,5,5,4,5,5,5,100,5,47
2024/6/26 4:45,2024/6/26 5:02,0,100,1058,1,2024/6/26 5:03,R_4myOzJ5lYotvPaE,anonymous,JA,1,45,2,2,70,700,8.5,6.5,4.5,7.5,9,7,5.5,8,8.5,7,5,7.5,9,7.5,4,8.5,9.5,7,3.5,9,9,8.5,2.5,9.5,8.5,8.5,8.5,8.5,7.5,9.5,7.5,8.5,8.5,8,8.5,7.5,7.5,4,6,7,9,5.5,8,8.5,8.5,5.5,9,10,9,7,3,8.5,8,6,4.5,9.5,5.5,4.5,3,10,8.5,8.5,5.5,8.5,7.5,6.5,4.5,10,6,4.5,4,10,8.5,2,3,6,8,4,1.5,8.5,5.5,3,1.5,10,9.5,6.5,1.5,5.5,9.5,6.5,1.5,7,9.5,6.5,1.5,10,8,8,3,7,5.5,8,2,9,5.5,8,2,10,9.5,7,6,8,8,7,4.5,9,3,4,3,10,9.5,6.5,5,9,9.5,7.5,7,9.5,4.5,9,4,10,7,3.5,3,6.5,8,3.5,3,8,8,3.5,3,10,9,8,1.5,6.5,9,9,4,8.5,9,9,1.5,10,3,4,3,3,4,4,3,4,4,2,4,5,4,4,4,4,4,4,4,7,7,5,6,7,2,2,1,1,1,1,2,2,1,1,1,2,2,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,100,1,24
2024/6/26 2:12,2024/6/26 2:35,0,100,1397,1,2024/6/26 2:35,R_4jTdXG5pdVhIotH,anonymous,JA,1,42,1,3,90,320,8,6,5,6,8.5,8.5,5,7.5,8,9,5,8,5,5,5,6.5,6,5.5,4.5,7,4,6,4.5,10,6,6,6,6,5.5,7,5.5,5.5,3.5,3.5,3.5,3.5,6.5,4,5.5,6,6,4.5,6,7,4.5,4,4,10,6,6,6,6,6.5,6.5,6,7,5,5,5,10,6,6,4.5,5.5,4,4,3.5,6.5,0,2.5,2.5,10,5.5,5.5,5,5.5,7,6,5,8,8.5,6.5,5,10,6,6,4,6,7,7.5,3,7.5,6,7,3,9,5.5,5.5,5,5.5,7,6,5,6,7.5,6,5,8.5,6,5.5,5,5.5,5.5,5,5,6.5,4,3.5,3.5,10,6,6.5,5,6.5,7,7.5,4.5,8.5,3.5,3,4.5,10,6,4.5,4.5,6,6,4.5,4.5,6,4.5,4.5,4.5,10,6,6.5,5.5,6,6.5,7.5,4,8,6.5,6.5,5.5,9.5,3,4,2,1,4,2,1,1,1,3,1,1,3,1,2,3,1,1,1,6,6,4,5,4,1,1,1,2,2,2,1,2,1,2,1,2,4,4,5,5,5,4,4,5,4,5,5,5,5,5,5,5,5,5,100,1,47
2024/6/26 3:29,2024/6/26 3:56,0,100,1620,1,2024/6/26 3:56,R_4c0DyYB1VVuQvVP,anonymous,JA,1,63,1,4,300,300,6,7.5,4,7,4.5,8,3,8,3,7.5,2,8.5,6.5,1.5,2,4.5,4.5,3,1.5,8.5,1,3,1.5,10,6.5,5.5,6.5,8,2,8,3.5,7.5,2,4,0.5,7.5,9.5,2,3.5,8.5,9.5,1,2,9,0,0,0,10,9.5,7,3,6.5,9.5,7,3,8,0,0,0,10,9,8,2.5,7,2,1.5,2.5,9.5,0,0,0,10,7.5,3.5,2,6,7.5,3,1.5,6.5,0,0,0,10,6,7,1,5.5,6.5,7,1,8,0,0,0,10,8,5.5,1,6.5,9.5,2.5,0,9,0,0,0,10,8,6,5.5,7,8,6,5.5,7,0,0,0,10,6.5,5.5,4.5,7,6.5,5.5,4.5,7,3,0,6.5,8.5,6.5,3.5,1.5,8,6,3.5,4,8,0,0,0,10,7,9,5,5,7,9,4,4.5,0,0,0,10,4,3,2,1,3,1,5,2,2,1,1,3,1,3,3,3,4,1,1,3,10,3,2,2,2,2,2,2,2,2,1,2,1,2,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,50,5,47
2024/6/26 5:30,2024/6/26 6:02,0,100,1886,1,2024/6/26 6:02,R_4EchXpMMNuYK1TT,anonymous,JA,1,55,2,4,700,800,5,6,7,5,6,6.5,7.5,6.5,6,6.5,8,8,6,3.5,5,6.5,4.5,1,5,7.5,3.5,0.5,5,9.5,6,5.5,5,6,4.5,9,5,7,4.5,9,5,7,7.5,5,4.5,7.5,7.5,4,5,7.5,0.5,1,5,9,8.5,8,5.5,8.5,8.5,8,5.5,8.5,1.5,3,3.5,9.5,7,7,5,7,3,5,5,8.5,0,0.5,5,8.5,6,5,3.5,7,2.5,0.5,2,9,2.5,0,0,9.5,6.5,6.5,5,6.5,6.5,6.5,5,8.5,2,2,5,8.5,7.5,6.5,5,7.5,9,5,5,9,9,5,5,9,8.5,8.5,5,6,8.5,8,5,6.5,0.5,0.5,1,9.5,6.5,3.5,6.5,5,9,3.5,6.5,5,9,3.5,5.5,6.5,8,4,5,8,8,4,5,8.5,5,0.5,5,8.5,9,9,0.5,2,9,9,4,2,9.5,8,7,8.5,5,4,3,4,5,4,2,4,2,2,3,2,2,4,4,3,5,2,2,7,9,5,5,7,2,2,2,2,2,1,1,2,2,2,1,2,2,1,3,5,3,2,3,2,1,4,1,4,5,5,4,5,5,5,50,5,47
2024/6/26 3:07,2024/6/26 3:41,0,100,2015,1,2024/6/26 3:41,R_41g8gFIOS1xk2H2,anonymous,JA,1,42,1,4,500,500,6,5.5,5,5,7,8,7,8,7.5,8.5,7.5,8.5,5,5,3,8,5,5,3,8.5,5,5,3,9.5,6.5,7,5,7,4,7.5,5,7,4,7,5,7,8,6,5,7,8.5,6.5,5.5,7.5,7,5.5,5,9,8.5,8.5,7,7,8.5,8.5,7,7,8,5,7,9.5,7,7,3.5,7,6.5,6,3.5,8.5,3.5,3.5,3.5,9.5,6,4,4,7,5.5,5.5,4,7.5,3,3,3,9.5,6,5,4,7,6,5,4,7.5,6,5,4,8,7.5,6.5,5,6.5,8,6.5,5,8.5,8.5,6.5,5,9,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,6.5,6.5,5.5,8.5,6,5,5,7,6,5,5,7,5,3.5,5,7.5,7,5,5,5.5,7,5,5,5.5,7,5,5,6.5,7.5,7.5,6.5,6.5,7.5,7.5,4,6.5,7.5,7.5,6.5,8.5,4,4,2,4,4,3,2,4,1,2,2,4,3,4,4,3,3,2,1,7,8,5,5,4,2,2,2,2,2,2,1,2,1,1,1,2,1,3,3,5,3,3,3,3,3,4,3,4,3,5,3,5,5,5,100,5,47
